ID,X,Y,datetime,population
A,700293.760242358,5508622.3090662,2017-01-01T00:00:55Z,1
A,700301.323730596,5508610.08333659,2017-01-01T02:00:42Z,1
A,700349.456389284,5508489.30456187,2017-01-01T04:02:13Z,1
A,700357.926564179,5508484.31386238,2017-01-01T06:02:27Z,1
A,700357.423056246,5508485.74655297,2017-01-01T08:01:19Z,1
A,700371.283779977,5508491.91506394,2017-01-01T10:00:54Z,1
A,700180.311982318,5508606.36907376,2017-01-01T12:02:16Z,1
A,699882.483550137,5508789.85164272,2017-01-01T14:01:24Z,1
A,699758.306194741,5508865.33018164,2017-01-01T16:01:00Z,1
A,699788.397444498,5508640.44911141,2017-01-01T18:01:35Z,1
A,699542.553241366,5508647.23269205,2017-01-01T20:01:24Z,1
A,699498.714024071,5508433.82621997,2017-01-01T22:01:12Z,1
A,699600.729400452,5508398.08670256,2017-01-02T00:00:53Z,1
A,699747.488736235,5508278.6075069,2017-01-02T02:00:54Z,1
A,700543.707557618,5507481.06590867,2017-01-02T04:01:01Z,1
A,700383.119119248,5507746.99325561,2017-01-02T06:01:18Z,1
A,700373.168141205,5507716.53394584,2017-01-02T08:00:52Z,1
A,700407.773373989,5507708.42699106,2017-01-02T10:00:55Z,1
A,700567.644314323,5507379.22168657,2017-01-02T12:01:54Z,1
A,699984.304687928,5507484.62684121,2017-01-02T14:00:59Z,1
A,699990.15086202,5507500.47020036,2017-01-02T16:00:41Z,1
A,699915.890114885,5507381.84533429,2017-01-02T18:00:39Z,1
A,699474.015731098,5507537.46230818,2017-01-02T20:00:53Z,1
A,699171.194992737,5507837.58584361,2017-01-02T22:00:55Z,1
A,699164.867911713,5507830.44590277,2017-01-03T00:01:33Z,1
A,698919.101398392,5508163.3250911,2017-01-03T02:01:03Z,1
A,698759.657126482,5508261.43886553,2017-01-03T04:00:59Z,1
A,698645.279928318,5508431.78785677,2017-01-03T06:00:48Z,1
A,698647.492306922,5508427.8813065,2017-01-03T08:00:29Z,1
A,698636.916943879,5508432.17342306,2017-01-03T10:01:24Z,1
A,698308.833668524,5508916.70766831,2017-01-03T12:01:24Z,1
A,697921.431484029,5508695.42317098,2017-01-03T14:01:13Z,1
A,698047.785990005,5508686.65641432,2017-01-03T16:00:58Z,1
A,698027.387532839,5508682.30302686,2017-01-03T18:00:53Z,1
A,697689.54540261,5508956.59648608,2017-01-03T20:00:46Z,1
A,697450.720946568,5509023.79323939,2017-01-03T22:01:17Z,1
A,697039.148589414,5508982.40171168,2017-01-04T00:01:04Z,1
A,697049.108291548,5508999.69601641,2017-01-04T02:00:47Z,1
A,697048.939239499,5508879.22873742,2017-01-04T04:00:54Z,1
A,696842.027279538,5509972.77282258,2017-01-04T06:00:51Z,1
A,696796.50145144,5509712.79070966,2017-01-04T08:00:30Z,1
A,696793.647625012,5509712.62795005,2017-01-04T10:00:53Z,1
A,696921.009577456,5509919.76264052,2017-01-04T12:02:12Z,1
A,697240.111103562,5509908.0456374,2017-01-04T14:01:05Z,1
A,696980.520448542,5508924.00754277,2017-01-04T16:00:30Z,1
A,697587.556328238,5510017.98777264,2017-01-04T18:02:43Z,1
A,699510.413009307,5508319.50438062,2017-01-04T20:00:41Z,1
A,700060.033004221,5508045.1397586,2017-01-04T22:01:24Z,1
A,700063.059273485,5508030.6748655,2017-01-05T00:00:54Z,1
A,700070.564996026,5508021.07249917,2017-01-05T02:01:42Z,1
A,699755.943974665,5508230.46457731,2017-01-05T04:01:23Z,1
A,699760.34354149,5508229.99364605,2017-01-05T06:00:54Z,1
A,699762.981496944,5508229.50511245,2017-01-05T08:00:31Z,1
A,699764.191173999,5508230.80456887,2017-01-05T10:00:54Z,1
A,700070.599025064,5507803.14147638,2017-01-05T12:01:24Z,1
A,699990.004911353,5507841.0628296,2017-01-05T14:01:18Z,1
A,699994.263588677,5507841.74555159,2017-01-05T16:00:47Z,1
A,699940.401884648,5507790.96709781,2017-01-05T18:01:22Z,1
A,699782.642224857,5507755.91388009,2017-01-05T20:00:59Z,1
A,699378.001335842,5507736.55649083,2017-01-05T22:01:13Z,1
A,699386.564041025,5507744.15222175,2017-01-06T00:01:21Z,1
A,699348.168476196,5507764.41555466,2017-01-06T02:01:44Z,1
A,698831.728929793,5507171.53782755,2017-01-06T04:01:18Z,1
A,698579.870963459,5507161.35066808,2017-01-06T06:00:56Z,1
A,698578.329073806,5507154.34088942,2017-01-06T08:01:01Z,1
A,698597.449374416,5507120.68327422,2017-01-06T10:01:48Z,1
A,697954.480241063,5507193.12429461,2017-01-06T12:00:55Z,1
A,697950.394940161,5507190.89204014,2017-01-06T14:01:41Z,1
A,696012.738390918,5507378.92110545,2017-01-06T16:00:50Z,1
A,695708.740358963,5507350.93015344,2017-01-06T18:00:31Z,1
A,695749.961611759,5507384.6487001,2017-01-06T20:01:12Z,1
A,696342.050640657,5507524.64849542,2017-01-06T22:00:47Z,1
A,696488.927562417,5506984.87495647,2017-01-07T00:00:43Z,1
A,696527.613654258,5506935.31231859,2017-01-07T02:01:09Z,1
A,696014.364436918,5506966.58370269,2017-01-07T04:01:05Z,1
A,696376.087527503,5506983.20522108,2017-01-07T06:00:58Z,1
A,696378.868829573,5506963.94336744,2017-01-07T08:01:01Z,1
A,696389.783979657,5506969.84657914,2017-01-07T10:00:54Z,1
A,696329.623743308,5507079.52010988,2017-01-07T12:01:01Z,1
A,695965.379727075,5507179.02614909,2017-01-07T14:01:05Z,1
A,695999.625015733,5507184.14213324,2017-01-07T16:00:42Z,1
A,695785.595187786,5507101.08474674,2017-01-07T18:01:06Z,1
A,695975.576144228,5507183.07344118,2017-01-07T20:01:47Z,1
A,696216.141471125,5507005.46589632,2017-01-07T22:01:00Z,1
A,696379.825028656,5506957.31510254,2017-01-08T00:00:47Z,1
A,696369.414967122,5506956.06287323,2017-01-08T02:01:16Z,1
A,696316.09404381,5506751.35552621,2017-01-08T04:00:54Z,1
A,696312.28156602,5506752.26994241,2017-01-08T06:00:45Z,1
A,696315.418007984,5506735.26735536,2017-01-08T08:01:06Z,1
A,696118.411190515,5506870.26481922,2017-01-08T10:01:23Z,1
A,696521.8494883,5506643.28999501,2017-01-08T12:00:48Z,1
A,696145.525246031,5506618.43917819,2017-01-08T14:01:18Z,1
A,696168.354853298,5506639.91132139,2017-01-08T16:00:43Z,1
A,696209.904264725,5506730.00572508,2017-01-08T18:00:54Z,1
A,696314.788884142,5506696.86783214,2017-01-08T20:01:00Z,1
A,696279.209315675,5506698.29822119,2017-01-08T22:01:18Z,1
A,696202.360182478,5506789.78561952,2017-01-09T00:01:14Z,1
A,696288.982322565,5506811.07069754,2017-01-09T02:00:54Z,1
A,696000.566525747,5506867.91580613,2017-01-09T04:00:57Z,1
A,695955.409342433,5506866.44146722,2017-01-09T06:01:15Z,1
A,696425.525774747,5507010.68341482,2017-01-09T08:00:36Z,1
A,696476.264283469,5506984.47606955,2017-01-09T10:00:55Z,1
A,697355.640077837,5506251.68745139,2017-01-09T12:01:18Z,1
A,697334.239579351,5505880.34988335,2017-01-09T14:00:42Z,1
A,696822.668636266,5505595.2270309,2017-01-09T16:01:28Z,1
A,696850.296007076,5505639.39418018,2017-01-09T18:00:48Z,1
A,696871.143157395,5505605.61828053,2017-01-09T20:01:07Z,1
A,696840.860359525,5505735.99584056,2017-01-09T22:01:27Z,1
A,697296.04168908,5505318.28991469,2017-01-10T00:01:15Z,1
A,697303.674660118,5505275.61883274,2017-01-10T02:01:23Z,1
A,697354.02383195,5505044.71877802,2017-01-10T04:00:39Z,1
A,697279.664343117,5505283.61408882,2017-01-10T06:01:13Z,1
A,697394.157611766,5505275.27424307,2017-01-10T08:00:58Z,1
A,697293.2175461,5505274.59418663,2017-01-10T10:00:43Z,1
A,697057.911926264,5505280.50244986,2017-01-10T12:00:54Z,1
A,697246.115441426,5505506.12462222,2017-01-10T14:01:23Z,1
A,697137.639925552,5505581.12147186,2017-01-10T16:00:54Z,1
A,697125.083366642,5505593.21624968,2017-01-10T18:00:54Z,1
A,696716.216918862,5505726.1524759,2017-01-10T20:01:05Z,1
A,696827.802689244,5505721.07217397,2017-01-10T22:01:47Z,1
A,696942.129832948,5505693.23155574,2017-01-11T00:01:20Z,1
A,696952.93775305,5505699.94300196,2017-01-11T02:00:48Z,1
A,696969.585245732,5505940.23806269,2017-01-11T04:02:03Z,1
A,696807.720947699,5506251.5795232,2017-01-11T06:00:54Z,1
A,696852.266627862,5506301.85319749,2017-01-11T08:00:51Z,1
A,696845.095022716,5506293.88269898,2017-01-11T10:01:49Z,1
A,696651.185865937,5506488.2936036,2017-01-11T12:02:00Z,1
A,695696.795234406,5507266.88895043,2017-01-11T14:02:02Z,1
A,695704.660813766,5507333.37686679,2017-01-11T16:01:52Z,1
A,695827.739015217,5507242.51608131,2017-01-11T18:01:39Z,1
A,696177.304462773,5506654.82522136,2017-01-11T20:01:26Z,1
A,696215.471265574,5506914.38756312,2017-01-11T22:01:54Z,1
A,696258.373963232,5506829.34670065,2017-01-12T00:01:04Z,1
A,696439.495495055,5506661.83232222,2017-01-12T02:01:54Z,1
A,696712.820042123,5506444.06482091,2017-01-12T04:00:54Z,1
A,696730.813942858,5506447.69024324,2017-01-12T06:01:47Z,1
A,696692.273832658,5506505.91888262,2017-01-12T08:01:53Z,1
A,696722.099692178,5506452.45984682,2017-01-12T10:01:07Z,1
A,696516.218756091,5506882.85384278,2017-01-12T12:00:58Z,1
A,696377.043996514,5507484.92703533,2017-01-12T14:01:23Z,1
A,696381.322311922,5507472.86991686,2017-01-12T16:00:48Z,1
A,696445.624287785,5507325.50428999,2017-01-12T18:00:54Z,1
A,696332.731337825,5507128.82392935,2017-01-12T20:02:26Z,1
A,696467.749454136,5506998.43407276,2017-01-12T22:00:49Z,1
A,696468.867658518,5507001.71743933,2017-01-13T00:00:37Z,1
A,697418.896462848,5506131.66878628,2017-01-13T02:01:50Z,1
A,698859.914014059,5506372.73494592,2017-01-13T04:02:43Z,1
A,698907.593181561,5506343.74519796,2017-01-13T06:01:08Z,1
A,698901.694868292,5506329.73216545,2017-01-13T08:00:54Z,1
A,698998.233699445,5506375.77821992,2017-01-13T10:01:30Z,1
A,698880.06935818,5506442.30878346,2017-01-13T12:01:24Z,1
A,699268.939988707,5506386.43581424,2017-01-13T14:01:25Z,1
A,699223.87731797,5506300.2760976,2017-01-13T16:00:54Z,1
A,699248.840929846,5506272.842782,2017-01-13T18:01:41Z,1
A,699331.713342859,5506375.67435385,2017-01-13T20:01:52Z,1
A,699212.890569131,5506497.04631867,2017-01-13T22:00:41Z,1
A,699202.29985494,5506487.22416592,2017-01-14T00:00:54Z,1
A,699137.800532435,5506736.40933544,2017-01-14T02:01:34Z,1
A,699121.217105833,5506732.18043775,2017-01-14T04:01:05Z,1
A,699127.63876722,5506735.93195327,2017-01-14T06:01:08Z,1
A,698774.653765691,5506643.58813391,2017-01-14T08:00:55Z,1
A,698729.088045744,5506684.70918167,2017-01-14T10:00:48Z,1
A,697804.811979896,5506110.22825386,2017-01-14T12:00:48Z,1
A,696395.119911588,5506464.65581916,2017-01-14T14:00:42Z,1
A,696415.262262767,5506892.49019915,2017-01-14T16:00:24Z,1
A,696414.166037472,5506883.37695114,2017-01-14T18:00:55Z,1
A,695876.836753163,5507165.13754553,2017-01-14T20:00:35Z,1
A,696131.937200883,5507410.74469333,2017-01-14T22:00:48Z,1
A,695999.816955531,5507346.61878298,2017-01-15T00:00:26Z,1
A,695698.21220626,5507662.61851077,2017-01-15T02:00:54Z,1
A,695713.437181383,5507625.50891983,2017-01-15T04:00:54Z,1
A,695667.172355572,5507708.00973887,2017-01-15T06:00:41Z,1
A,695840.142113313,5508138.57405854,2017-01-15T08:00:54Z,1
A,695792.433544169,5508147.87104987,2017-01-15T10:00:43Z,1
A,695853.944009406,5508218.72804752,2017-01-15T12:00:54Z,1
A,695470.882945755,5508134.74065501,2017-01-15T14:00:48Z,1
A,695674.585052936,5508052.0268924,2017-01-15T16:00:29Z,1
A,695672.690384045,5508045.59135764,2017-01-15T18:00:55Z,1
A,695538.216672547,5508183.31109079,2017-01-15T20:00:56Z,1
A,695596.395756978,5508334.16649195,2017-01-15T22:00:54Z,1
A,695721.475423298,5508605.36461847,2017-01-16T00:01:24Z,1
A,695723.180097736,5508628.8306061,2017-01-16T02:01:18Z,1
A,695809.592726557,5508645.07302082,2017-01-16T04:00:42Z,1
A,695872.541007643,5508577.43936549,2017-01-16T06:00:46Z,1
A,695757.825018999,5508437.25413273,2017-01-16T08:00:43Z,1
A,696030.700574203,5508503.91235258,2017-01-16T10:00:48Z,1
A,696043.14143738,5508503.10941701,2017-01-16T12:00:54Z,1
A,696249.3380459,5508659.27467154,2017-01-16T14:00:30Z,1
A,696221.518103491,5508624.722734,2017-01-16T16:00:42Z,1
A,696156.647578366,5508656.21725479,2017-01-16T18:00:54Z,1
A,696713.906240861,5508519.47554401,2017-01-16T20:00:48Z,1
A,696213.189590022,5508362.90784723,2017-01-16T22:00:31Z,1
A,696191.532018898,5508361.92728743,2017-01-17T00:00:47Z,1
A,696205.151451229,5508362.6659645,2017-01-17T02:00:48Z,1
A,696745.834219256,5508224.73409989,2017-01-17T04:00:48Z,1
A,696951.960017436,5508372.63522324,2017-01-17T06:00:54Z,1
A,696078.950113303,5508217.84049564,2017-01-17T08:00:54Z,1
A,696067.523147254,5508207.06005483,2017-01-17T10:00:42Z,1
A,696744.402635945,5508328.26340382,2017-01-17T12:00:55Z,1
A,696945.465742212,5508013.73450536,2017-01-17T14:01:28Z,1
A,696996.320567821,5507930.89533363,2017-01-17T16:01:22Z,1
A,696993.190489892,5507923.07549504,2017-01-17T18:00:48Z,1
A,697278.945981587,5508382.63671127,2017-01-17T20:01:23Z,1
A,696664.728971097,5508649.84431792,2017-01-17T22:01:30Z,1
A,696167.018193404,5508745.39969314,2017-01-18T00:01:55Z,1
A,695933.447814542,5508734.91977595,2017-01-18T02:00:54Z,1
A,695933.160645429,5508723.84081333,2017-01-18T04:00:41Z,1
A,696740.435800977,5509171.97301373,2017-01-18T06:01:16Z,1
A,696851.599758742,5509244.93667569,2017-01-18T08:00:54Z,1
A,696897.386595621,5509260.99076866,2017-01-18T10:00:38Z,1
A,696834.251749875,5509936.78833616,2017-01-18T12:02:05Z,1
A,697734.850348743,5510814.529755,2017-01-18T14:01:07Z,1
A,697836.594244911,5510808.34209177,2017-01-18T16:01:12Z,1
A,698249.397036113,5512019.72636563,2017-01-18T18:00:57Z,1
A,698393.822586378,5511908.4297656,2017-01-18T20:00:53Z,1
A,698498.621255681,5511964.1193138,2017-01-18T22:01:12Z,1
A,698397.175344354,5511780.21116945,2017-01-19T00:00:42Z,1
A,698046.016910247,5511352.3919718,2017-01-19T02:01:23Z,1
A,697843.492709935,5510833.64891552,2017-01-19T04:00:48Z,1
A,697837.237395199,5510832.29131606,2017-01-19T06:00:54Z,1
A,697755.686515271,5510745.99218692,2017-01-19T08:01:24Z,1
A,697754.081122854,5510747.50469834,2017-01-19T10:00:55Z,1
A,697880.913043861,5510578.6695832,2017-01-19T12:01:19Z,1
A,698060.734834076,5510523.15726625,2017-01-19T14:00:54Z,1
A,698085.400712399,5510611.46121302,2017-01-19T16:00:48Z,1
A,698099.421693823,5510607.40952074,2017-01-19T18:01:16Z,1
A,697653.596010322,5510661.95717445,2017-01-19T20:02:22Z,1
A,697739.23153049,5510776.42482906,2017-01-19T22:01:42Z,1
A,697773.541523484,5510764.79617707,2017-01-20T00:01:11Z,1
A,698172.6884806,5510623.91048106,2017-01-20T02:02:12Z,1
A,698578.379488828,5509812.21290066,2017-01-20T04:01:29Z,1
A,698619.433282315,5509806.56094036,2017-01-20T06:00:53Z,1
A,698604.548867594,5509795.57937764,2017-01-20T08:01:13Z,1
A,698655.880902922,5509795.75372009,2017-01-20T10:00:53Z,1
A,698812.756304617,5509667.79649743,2017-01-20T12:00:54Z,1
A,698880.374598319,5509495.14522377,2017-01-20T14:01:44Z,1
A,698895.355557909,5509486.13523937,2017-01-20T16:01:17Z,1
A,699147.387103225,5509555.07179407,2017-01-20T18:02:39Z,1
A,700463.01657074,5509289.58959082,2017-01-20T20:01:24Z,1
A,700447.461563565,5508777.5468091,2017-01-20T22:01:32Z,1
A,700430.370331871,5508793.12853351,2017-01-21T00:02:23Z,1
A,700435.506305376,5508774.26349497,2017-01-21T02:01:42Z,1
A,700199.621361294,5508804.64830898,2017-01-21T04:01:54Z,1
A,700207.06537265,5508804.55008831,2017-01-21T06:02:00Z,1
A,700305.643440392,5508710.02984078,2017-01-21T08:01:42Z,1
A,700303.420882871,5508708.73140628,2017-01-21T10:02:16Z,1
A,699982.128089412,5508936.60179954,2017-01-21T12:03:00Z,1
A,699743.516734375,5509434.94788599,2017-01-21T14:00:53Z,1
A,699826.320262126,5509326.69136335,2017-01-21T16:01:23Z,1
A,699826.678758408,5509309.60697041,2017-01-21T18:01:37Z,1
A,699960.54933314,5508899.4175116,2017-01-21T22:01:46Z,1
A,699965.604082869,5508882.25243988,2017-01-22T00:00:39Z,1
A,700034.908945618,5508837.36510847,2017-01-22T04:02:19Z,1
A,700138.634150214,5508896.03685415,2017-01-22T06:02:12Z,1
A,700120.864853896,5508884.74282828,2017-01-22T08:00:55Z,1
A,700112.11625748,5508894.27681501,2017-01-22T10:00:57Z,1
A,699877.876253347,5508853.61475577,2017-01-22T12:02:06Z,1
A,699798.512456908,5508944.58065984,2017-01-22T14:01:28Z,1
A,699809.086228614,5508949.38934337,2017-01-22T16:02:43Z,1
A,699759.611674304,5509237.80035812,2017-01-22T18:01:41Z,1
A,699338.08164601,5509467.60236752,2017-01-22T20:02:23Z,1
A,699027.665150608,5509304.41752325,2017-01-22T22:00:54Z,1
A,698993.317461353,5509297.44116724,2017-01-23T00:00:58Z,1
A,699267.458240894,5509355.96419866,2017-01-23T02:01:18Z,1
A,699364.654043676,5509317.67394747,2017-01-23T04:01:55Z,1
A,699355.116807258,5509326.9497741,2017-01-23T06:00:54Z,1
A,699358.254515896,5509331.5094428,2017-01-23T08:01:24Z,1
A,699356.397804681,5509331.4109871,2017-01-23T10:00:53Z,1
A,699871.160421808,5509190.59908211,2017-01-23T12:01:41Z,1
A,699651.134829232,5508602.3992667,2017-01-23T14:02:49Z,1
A,699614.676006902,5508604.65849113,2017-01-23T16:00:57Z,1
A,699615.659539204,5508598.22690939,2017-01-23T18:01:13Z,1
A,699725.954060313,5508464.8935042,2017-01-23T20:01:18Z,1
A,699482.674232175,5508472.76216694,2017-01-23T22:01:55Z,1
A,699533.757975966,5508404.54494398,2017-01-24T00:00:53Z,1
A,699551.086713097,5508398.94356221,2017-01-24T02:01:18Z,1
A,699570.100190261,5508440.59691343,2017-01-24T04:00:48Z,1
A,699256.72452032,5508314.30100114,2017-01-24T06:01:52Z,1
A,699239.599119948,5508301.44458018,2017-01-24T08:00:54Z,1
A,699218.211599542,5508204.13229439,2017-01-24T10:00:54Z,1
A,699223.669371172,5508155.9893211,2017-01-24T12:02:23Z,1
